[2025-04-04 20:44:07] ID: 1, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.238, Ports: [1 753 367], Software: OpenSSH, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 288, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.11, Ports: [6775], Software: Apache, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 289, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.166, Ports: [5 156 555 171 459 270 0], Software: Apache, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 290, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.84, Ports: [40 372 159], Software: PHP, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 291, Type: Malware Infection, Severity: Low, Status: Resolved, IP: 192.168.1.117, Ports: [18 376 325 785 564 900 0], Software: Node.js, OS: CentOS 7
[2025-04-04 20:44:07] ID: 292, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.76, Ports: [167 477 740 489 429], Software: Node.js, OS: CentOS 7
[2025-04-04 20:44:07] ID: 293, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.102, Ports: [95 343 617 436 168], Software: Node.js, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 294, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.131, Ports: [8819], Software: Apache, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 295, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.246, Ports: [26 754 551], Software: MySQL, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 296, Type: Malware Infection, Severity: Low, Status: Resolved, IP: 192.168.1.198, Ports: [4460], Software: Apache, OS: Debian 11
[2025-04-04 20:44:07] ID: 297, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.136, Ports: [910 249 271 531 987], Software: Nginx, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 298, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.248, Ports: [168 883 884 346 521 0], Software: Nginx, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 299, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.248, Ports: [74 194 665], Software: PostgreSQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 300, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.143, Ports: [77 175 930], Software: OpenSSH, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 301, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.234, Ports: [847 280], Software: MySQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 302, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.48, Ports: [8 970 353 451 257 420], Software: Nginx, OS: Debian 11
[2025-04-04 20:44:07] ID: 303, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.92, Ports: [11 767 29], Software: Apache, OS: CentOS 7
[2025-04-04 20:44:07] ID: 304, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.26, Ports: [2 39 431 472 81], Software: Nginx, OS: CentOS 7
[2025-04-04 20:44:07] ID: 305, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.93, Ports: [72 616 300 236 241 200 0], Software: PHP, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 306, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.105, Ports: [9 289 977], Software: Node.js, OS: Debian 11
[2025-04-04 20:44:07] ID: 307, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.250, Ports: [849], Software: Nginx, OS: CentOS 7
[2025-04-04 20:44:07] ID: 308, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.66, Ports: [7322], Software: PostgreSQL, OS: CentOS 7
[2025-04-04 20:44:07] ID: 309, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.147, Ports: [9480], Software: OpenSSH, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 310, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.70, Ports: [5762], Software: OpenSSH, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 311, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.152, Ports: [6419], Software: MySQL, OS: Debian 11
[2025-04-04 20:44:07] ID: 312, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.202, Ports: [7154 7305 58 4553], Software: Nginx, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 313, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.120, Ports: [550 773 368 254], Software: Node.js, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 314, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.143, Ports: [696 952 474 789], Software: MySQL, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 315, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.120, Ports: [122 738 350 676 144], Software: Nginx, OS: Debian 11
[2025-04-04 20:44:07] ID: 316, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.98, Ports: [8 320 138 737 794 10], Software: Node.js, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 317, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.93, Ports: [2 803 181 14 403 690 0], Software: PostgreSQL, OS: CentOS 7
[2025-04-04 20:44:07] ID: 318, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.30, Ports: [19 595 444], Software: OpenSSH, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 319, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.188, Ports: [55 511 965], Software: Nginx, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 320, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.110, Ports: [1135], Software: Apache, OS: CentOS 7
[2025-04-04 20:44:07] ID: 321, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.59, Ports: [8935], Software: PostgreSQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 322, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.65, Ports: [64 359 86], Software: Node.js, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 323, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.175, Ports: [24 699 17], Software: MySQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 324, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.99, Ports: [5 244 230 984 786 450], Software: PHP, OS: Debian 11
[2025-04-04 20:44:07] ID: 325, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.237, Ports: [94 628 24], Software: OpenSSH, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 326, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.168, Ports: [40 787 453 486 845 100 0], Software: MySQL, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 327, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.138, Ports: [56 988 662], Software: Nginx, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 328, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.29, Ports: [9 221 787 817 527 790 0], Software: MySQL, OS: Debian 11
[2025-04-04 20:44:07] ID: 329, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.248, Ports: [48 542 857], Software: MySQL, OS: CentOS 7
[2025-04-04 20:44:07] ID: 330, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.204, Ports: [1 553 250 23 284 230], Software: MySQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 331, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.78, Ports: [9985], Software: PHP, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 332, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.120, Ports: [82 996 564], Software: Apache, OS: CentOS 7
[2025-04-04 20:44:07] ID: 333, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.85, Ports: [50 387 435 811 167 600 0], Software: Node.js, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 334, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.109, Ports: [331 240 880 969 412 0], Software: PostgreSQL, OS: CentOS 7
[2025-04-04 20:44:07] ID: 335, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.184, Ports: [7 373 200 713 95 190], Software: Node.js, OS: CentOS 7
[2025-04-04 20:44:07] ID: 336, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.46, Ports: [36 581 241], Software: Apache, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 337, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.172, Ports: [88 156 552 661 465 700 0], Software: Node.js, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 338, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.95, Ports: [6 99 537 489 267 410], Software: PostgreSQL, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 339, Type: Malware Infection, Severity: Low, Status: Resolved, IP: 192.168.1.172, Ports: [99 107 438], Software: OpenSSH, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 340, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.59, Ports: [583 30 793 47], Software: Node.js, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 341, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.39, Ports: [26 638 678], Software: OpenSSH, OS: CentOS 7
[2025-04-04 20:44:07] ID: 342, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.81, Ports: [7298], Software: MySQL, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 343, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.112, Ports: [671 389 81 268], Software: Node.js, OS: Debian 11
[2025-04-04 20:44:07] ID: 344, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.67, Ports: [8 409 188 681 172 610 0], Software: OpenSSH, OS: CentOS 7
[2025-04-04 20:44:07] ID: 345, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.98, Ports: [301 150 105 414], Software: Apache, OS: Debian 11
[2025-04-04 20:44:07] ID: 346, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.147, Ports: [787], Software: PHP, OS: CentOS 7
[2025-04-04 20:44:07] ID: 347, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.172, Ports: [74 24 508], Software: PostgreSQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 348, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.13, Ports: [801 148 116 513], Software: PHP, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 349, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.243, Ports: [68 223 803 950], Software: MySQL, OS: Debian 11
[2025-04-04 20:44:07] ID: 350, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.159, Ports: [6077], Software: Nginx, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 351, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.213, Ports: [6727], Software: Apache, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 352, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.229, Ports: [39 189 618], Software: PHP, OS: Debian 11
[2025-04-04 20:44:07] ID: 353, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.176, Ports: [34 973 409 403 836 0 0], Software: PostgreSQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 354, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.243, Ports: [6 619 938 640 742 760], Software: PostgreSQL, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 355, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.231, Ports: [4149], Software: PHP, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 356, Type: Malware Infection, Severity: Low, Status: Resolved, IP: 192.168.1.198, Ports: [91 285 195 729], Software: PHP, OS: CentOS 7
[2025-04-04 20:44:07] ID: 357, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.236, Ports: [8994], Software: Apache, OS: Debian 11
[2025-04-04 20:44:07] ID: 358, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.2, Ports: [69 101 940 246 865 900 0], Software: Node.js, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 359, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.185, Ports: [23 69 241], Software: MySQL, OS: CentOS 7
[2025-04-04 20:44:07] ID: 360, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.61, Ports: [2165], Software: Nginx, OS: CentOS 7
[2025-04-04 20:44:07] ID: 361, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.196, Ports: [16 721 107 631 899 700], Software: Apache, OS: Debian 11
[2025-04-04 20:44:07] ID: 362, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.77, Ports: [53 146 576], Software: PHP, OS: Debian 11
[2025-04-04 20:44:07] ID: 363, Type: Malware Infection, Severity: Low, Status: Resolved, IP: 192.168.1.209, Ports: [52 247 8 461], Software: PHP, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 364, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.252, Ports: [91 337 537], Software: Apache, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 365, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.143, Ports: [8 13 369 314 120 930 0], Software: OpenSSH, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 366, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.69, Ports: [69 911 340 933 490 500 0], Software: PostgreSQL, OS: Debian 11
[2025-04-04 20:44:07] ID: 367, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.224, Ports: [72 912 245 825], Software: MySQL, OS: Debian 11
[2025-04-04 20:44:07] ID: 368, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.11, Ports: [27 689 703], Software: MySQL, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 369, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.200, Ports: [99 76 41], Software: Node.js, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 370, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.19, Ports: [1366], Software: MySQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 371, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.111, Ports: [14 236 907], Software: MySQL, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 372, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.252, Ports: [8818 21 342 7184], Software: OpenSSH, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 373, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.184, Ports: [526 66 204 5], Software: PostgreSQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 374, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.185, Ports: [6876 97 3379 7760], Software: Nginx, OS: Debian 11
[2025-04-04 20:44:07] ID: 375, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.205, Ports: [4487], Software: PHP, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 376, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.42, Ports: [7 237 608 895 43 870], Software: OpenSSH, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 377, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.107, Ports: [8753], Software: Apache, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 378, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.193, Ports: [32 475 310 707 447 200 0], Software: Nginx, OS: Debian 11
[2025-04-04 20:44:07] ID: 379, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.111, Ports: [289 198 381 363], Software: MySQL, OS: CentOS 7
[2025-04-04 20:44:07] ID: 380, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.157, Ports: [6 365 356 369 61 400 0], Software: PHP, OS: CentOS 7
[2025-04-04 20:44:07] ID: 381, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.30, Ports: [263 176 5 151], Software: PHP, OS: Debian 11
[2025-04-04 20:44:07] ID: 382, Type: Malware Infection, Severity: Low, Status: Resolved, IP: 192.168.1.127, Ports: [35 106 523 296], Software: Node.js, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 383, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.86, Ports: [3548], Software: PostgreSQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 384, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.71, Ports: [720 9216 50 113 6365], Software: Node.js, OS: CentOS 7
[2025-04-04 20:44:07] ID: 385, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.55, Ports: [6898], Software: PHP, OS: CentOS 7
[2025-04-04 20:44:07] ID: 386, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.40, Ports: [329 264 672 374], Software: MySQL, OS: CentOS 7
[2025-04-04 20:44:07] ID: 387, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.4, Ports: [8967], Software: PHP, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 388, Type: Malware Infection, Severity: Low, Status: Resolved, IP: 192.168.1.195, Ports: [8656], Software: OpenSSH, OS: CentOS 7
[2025-04-04 20:44:07] ID: 389, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.145, Ports: [1 65 837 410 526 100], Software: Node.js, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 390, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.176, Ports: [6 517 244 367 352 860 0], Software: PostgreSQL, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 391, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.78, Ports: [9 877 227 820 346 390 0], Software: Node.js, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 392, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.129, Ports: [26 435 992], Software: PostgreSQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 393, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.118, Ports: [482 720 835 440], Software: Apache, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 394, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.50, Ports: [4 467 438 349 943 770], Software: Nginx, OS: Debian 11
[2025-04-04 20:44:07] ID: 395, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.174, Ports: [9 70 179 899 963 800], Software: Nginx, OS: CentOS 7
[2025-04-04 20:44:07] ID: 396, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.201, Ports: [64 774 526 348 725 900 0], Software: OpenSSH, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 397, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.92, Ports: [609 979 878 393], Software: Node.js, OS: Debian 11
[2025-04-04 20:44:07] ID: 398, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.20, Ports: [3274], Software: MySQL, OS: Debian 11
[2025-04-04 20:44:07] ID: 399, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.55, Ports: [372 637 898 481], Software: Nginx, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 400, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.98, Ports: [4455 38], Software: Apache, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 401, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.96, Ports: [4361], Software: Nginx, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 402, Type: Malware Infection, Severity: Low, Status: Resolved, IP: 192.168.1.38, Ports: [574 185 175 287], Software: MySQL, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 403, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.252, Ports: [8983], Software: Node.js, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 404, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.50, Ports: [8689], Software: OpenSSH, OS: Debian 11
[2025-04-04 20:44:07] ID: 405, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.153, Ports: [53 174 141 540 111 700 0], Software: Apache, OS: CentOS 7
[2025-04-04 20:44:07] ID: 406, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.70, Ports: [17 322 321 423 83 700 0], Software: Node.js, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 407, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.245, Ports: [10 457 842 275], Software: PostgreSQL, OS: CentOS 7
[2025-04-04 20:44:07] ID: 408, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.186, Ports: [7 479 113 442 315 410], Software: MySQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 409, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.160, Ports: [7 826 814], Software: MySQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 410, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.78, Ports: [8 432 752 347 743 400], Software: PHP, OS: Debian 11
[2025-04-04 20:44:07] ID: 411, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.238, Ports: [173 954 169 796], Software: PostgreSQL, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 412, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.246, Ports: [643 824 321 622 877], Software: Nginx, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 413, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.1, Ports: [3 62 651 219 377 870], Software: OpenSSH, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 414, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.26, Ports: [60 387 582 325 10 800 0], Software: MySQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 415, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.76, Ports: [22 103 966], Software: Nginx, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 416, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.193, Ports: [4875 59 3997 8473 1754], Software: Node.js, OS: Debian 11
[2025-04-04 20:44:07] ID: 417, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.226, Ports: [4009], Software: PostgreSQL, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 418, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.127, Ports: [8841 7699 1001 7640 82], Software: Nginx, OS: CentOS 7
[2025-04-04 20:44:07] ID: 419, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.138, Ports: [386], Software: PostgreSQL, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 420, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.90, Ports: [8136], Software: PHP, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 421, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.223, Ports: [77 285 679], Software: Nginx, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 422, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.64, Ports: [5228], Software: PHP, OS: Debian 11
[2025-04-04 20:44:07] ID: 423, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.180, Ports: [19 687 628 260], Software: MySQL, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 424, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.60, Ports: [2 254 915 889 276 650 0], Software: PHP, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 425, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.184, Ports: [3719], Software: PHP, OS: Red Hat Enterprise Linux
[2025-04-04 20:44:07] ID: 426, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.175, Ports: [418 448 661 248 774], Software: PostgreSQL, OS: CentOS 7
[2025-04-04 20:44:07] ID: 427, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.112, Ports: [62 877 740], Software: Node.js, OS: CentOS 7
[2025-04-04 20:44:07] ID: 428, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.38, Ports: [8 987 402 672 456 530], Software: Apache, OS: Debian 11
[2025-04-04 20:44:07] ID: 429, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.127, Ports: [28 225 711], Software: OpenSSH, OS: CentOS 7
[2025-04-04 20:44:07] ID: 430, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.146, Ports: [61 417 214 39 94], Software: OpenSSH, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 431, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.61, Ports: [1 289 790], Software: MySQL, OS: CentOS 7
[2025-04-04 20:44:07] ID: 432, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.36, Ports: [6 373 843 874 356 410], Software: MySQL, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 433, Type: Malware Infection, Severity: Medium, Status: Investigating, IP: 192.168.1.129, Ports: [8 609 986 355 358 220], Software: Node.js, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 434, Type: Security Anomaly, Severity: Medium, Status: Investigating, IP: 192.168.1.174, Ports: [70 146 222], Software: PostgreSQL, OS: Debian 11
[2025-04-04 20:44:07] ID: 435, Type: SQL Injection, Severity: High, Status: Active, IP: 192.168.1.214, Ports: [315 650 907 62], Software: PHP, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 436, Type: Malware Infection, Severity: High, Status: Active, IP: 192.168.1.212, Ports: [77 957 136], Software: Apache, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 437, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.110, Ports: [8 136 108 943 147 690 0], Software: Nginx, OS: Ubuntu 20.04
[2025-04-04 20:44:07] ID: 438, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.254, Ports: [969 141 688 763], Software: Node.js, OS: Debian 11
[2025-04-04 20:44:07] ID: 439, Type: Phishing, Severity: Medium, Status: Investigating, IP: 192.168.1.17, Ports: [9 769 295 669 675 580 0], Software: Nginx, OS: Windows Server 2019
[2025-04-04 20:44:07] ID: 440, Type: DDoS Attack, Severity: High, Status: Active, IP: 192.168.1.242, Ports: [9463], Software: PHP, OS: CentOS 7
[2025-04-04 20:44:07] ID: 441, Type: Malware Infection, Severity: Low, Status: Resolved, IP: 192.168.1.205, Ports: [7 679 968 592 897 840], Software: Node.js, OS: Debian 11
